date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:48:30	910/910	---M--	200	added ('OK')	image/svg+xml	etag:%22160608df448271b8869668f895edfa1b%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5534ac86994_ill-webis-8.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5534ac86994_ill-webis-8.svg	(from https://www.translate-wf.com/)
12:48:31	473/473	---M--	200	added ('OK')	image/svg+xml	etag:%22046eb8f70e6c4136955ffbcb2607df7e%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5bdf6c86995_ill-webis-2.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5bdf6c86995_ill-webis-2.svg	(from https://www.translate-wf.com/)
12:48:32	1419/1419	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b62bc9cb9d0010d4b936d755b24fc877%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5f2ddc86999_ill-webis-1.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5f2ddc86999_ill-webis-1.svg	(from https://www.translate-wf.com/)
12:48:33	983/983	---M--	200	added ('OK')	image/svg+xml	etag:%22e3aa778dfaff45e04ef7a7d1305d2d34%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5d6f3c86962_ill-webis-7.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5d6f3c86962_ill-webis-7.svg	(from https://www.translate-wf.com/)
12:48:34	934/934	---M--	200	added ('OK')	image/svg+xml	etag:%222ee3a050bfa09b76a1349798650e5220%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5d9b9c8698e_ill-webis-3.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5d9b9c8698e_ill-webis-3.svg	(from https://www.translate-wf.com/)
12:48:35	694/694	---M--	200	added ('OK')	image/svg+xml	etag:%22efa4b9e5b26d7b1b23a3689a3976a7b7%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc57cf4c8698b_ill-webis-4.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc57cf4c8698b_ill-webis-4.svg	(from https://www.translate-wf.com/)
12:48:36	671/671	---M--	200	added ('OK')	image/svg+xml	etag:%22df36d6bccce9736f3732fedddf616c93%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc50bd6c86986_ill-webis-5.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc50bd6c86986_ill-webis-5.svg	(from https://www.translate-wf.com/)
12:48:37	99519/99519	---M--	200	added ('OK')	image/png	etag:%2209a8b2474414081c1534849139fc4090%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc53796c8699a_screenshot.png	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc53796c8699a_screenshot.png	(from https://www.translate-wf.com/)
12:48:39	2849/2849	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2211990fa4c6f5563c4bdfe369c3525741%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e49aa7e9ce534e4836d3562_ill-palm-1.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e49aa7e9ce534e4836d3562_ill-palm-1.svg	(from https://www.translate-wf.com/)
12:48:40	2053/2053	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d3f12f075d4b58a4699a179e68ab593b%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e49aad1a90a2c686940ded6_ill-palm-2.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e49aad1a90a2c686940ded6_ill-palm-2.svg	(from https://www.translate-wf.com/)
12:48:40	3118/3118	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b727ced371004b191456924e301a5b69%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e49aafc08eef856c0535885_ill-palm-3.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e49aafc08eef856c0535885_ill-palm-3.svg	(from https://www.translate-wf.com/)
12:48:41	2946/2946	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223851205326afee1a2ffe863f9c9ff4db%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e49ab27baff8f2661af1add_ill-palm-4.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e49ab27baff8f2661af1add_ill-palm-4.svg	(from https://www.translate-wf.com/)
12:48:43	5269/5269	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22559a9b6ccbdc9ee756d1b0960cc050d9%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e49ab4b08eef824ce535dd4_ill-palm-5.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e49ab4b08eef824ce535dd4_ill-palm-5.svg	(from https://www.translate-wf.com/)
12:48:43	51457/51457	---M--	200	added ('OK')	image/jpeg	etag:%222a493be77c63ca9302b2e382fba1551b%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e4ae2597205c2deeabeb4b1_weglot-yt-thumb-setup.jpg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e4ae2597205c2deeabeb4b1_weglot-yt-thumb-setup.jpg	(from https://www.translate-wf.com/)
12:48:44	51417/51417	---M--	200	added ('OK')	image/jpeg	etag:%2273191155616dd13455dbaff740dc6d1f%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e4ae269b336143e157db939_weglot-yt-thumb-uikit.jpg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e4ae269b336143e157db939_weglot-yt-thumb-uikit.jpg	(from https://www.translate-wf.com/)
12:48:46	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=5e3884b717ebc5d2e8c8691b	/Users/sameersaurabh/desktop/Respawn-cgs/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8e59c.js	(from https://www.translate-wf.com/)
12:48:47	952867/952867	---M-Z	200	added ('OK')	text/javascript	etag:%22b9de8fecb5002a47f5d14e12aeb818fc%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/js/webflow.1d37d975f.js	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/js/webflow.1d37d975f.js	(from https://www.translate-wf.com/)
12:48:48	992/992	---MC-	200	added ('OK')	text/javascript	date:Thu,%2029%20Dec%202022%2007:18:47%20GMT	https://www.youtube.com/iframe_api	/Users/sameersaurabh/desktop/Respawn-cgs/www.youtube.com/iframe_api	(from https://www.translate-wf.com/)
12:48:49	328/328	---M-Z	200	added ('OK')	text/plain	date:Wed,%2014%20Sep%202022%2019:58:00%20GMT	https://www.youtube.com/robots.txt		(from https://www.translate-wf.com/)
12:48:50	89476/89476	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=5e3884b717ebc5d2e8c8691b	/Users/sameersaurabh/desktop/Respawn-cgs/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8e59c.js	(from https://www.translate-wf.com/)
12:48:51	79847/79847	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%224433335b567cd2ef4d1c9ba20c836839%22	https://cdn.weglot.com/weglot.min.js	/Users/sameersaurabh/desktop/Respawn-cgs/cdn.weglot.com/weglot.min.js	(from https://www.translate-wf.com/)
12:48:52	992/992	UR-MC-	200	added ('OK')	text/javascript	date:Thu,%2029%20Dec%202022%2007:18:51%20GMT	https://www.youtube.com/iframe_api	/Users/sameersaurabh/desktop/Respawn-cgs/www.youtube.com/iframe_api	(from https://www.translate-wf.com/)
12:48:53	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Dec%202022%2007:18:49%20GMT	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc53796c8699a_screenshot.png	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc53796c8699a_screenshot.png	(from https://www.translate-wf.com/)
12:48:53	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Dec%202022%2007:18:49%20GMT	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/js/webflow.1d37d975f.js	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/js/webflow.1d37d975f.js	(from https://www.translate-wf.com/)
12:48:53	328/328	---M-Z	200	added ('OK')	text/plain	date:Wed,%2014%20Sep%202022%2019:58:00%20GMT	https://www.youtube.com/robots.txt		(from https://www.translate-wf.com/)
